[2025-08-14 22:01:53] [INFO    ] discord.client: logging in using static token
[2025-08-14 22:02:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:02.151000+00:00', 'pinned': False, 'nonce': '1405567169122533376', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567147551494185', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:07] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:07] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:02.562000+00:00', 'pinned': False, 'nonce': '14372329569016555003', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567149275353230', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:08] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"14372329569016555003","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:02:02.562000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567149275353230', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14372329569016555003'}
[2025-08-14 22:02:08] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:05.009000+00:00', 'pinned': False, 'nonce': '1405567180229050368', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567159538684117', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:05.341000+00:00', 'pinned': False, 'nonce': '18326967400911634123', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567160931057848', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"18326967400911634123","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:02:05.341000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567160931057848', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18326967400911634123'}
[2025-08-14 22:02:10] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '896694238933291008', 'timestamp': 1755183729, 'member': {'user': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'display_name': 'tatatatatatata kururi', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1402988334292140053', 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:14] [DEBUG   ] discord.client: Dispatching event typing
[2025-08-14 22:02:14] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-08-14 22:02:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:09.544000+00:00', 'pinned': False, 'nonce': '1405567200332349440', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567178559852639', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:10.016000+00:00', 'pinned': False, 'nonce': '3932050338791233262', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567180539559967', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Heads', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Heads","components":[],"nonce":"3932050338791233262","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Heads', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:02:10.016000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567180539559967', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3932050338791233262'}
[2025-08-14 22:02:15] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:11.553000+00:00', 'pinned': False, 'nonce': '1405567207928233984', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567186986078209', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:11.859000+00:00', 'pinned': False, 'nonce': '1673785914378296769', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567188269531272', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"1673785914378296769","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:02:11.859000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567188269531272', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1673785914378296769'}
[2025-08-14 22:02:17] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-14 22:02:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:13.373000+00:00', 'pinned': False, 'nonce': '1405567215679307776', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-05T08:17:34.555000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567194619842631', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$toss', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'leaveorillnuke', 'public_flags': 0, 'primary_guild': None, 'id': '896694238933291008', 'global_name': 'tatatatatatata kururi', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '2a03d5308eee0b0ddd7279042dc31eb0'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event command
[2025-08-14 22:02:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-14T15:02:13.775000+00:00', 'pinned': False, 'nonce': '1032519698497498689', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369189908383531071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-06T05:51:52.572000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1405567196305952989', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tails', 'components': [], 'channel_type': 0, 'channel_id': '1402988334292140053', 'author': {'username': 'Praseodymium–nickel (PrNi5)', 'public_flags': 0, 'primary_guild': None, 'id': '1081959306339033228', 'global_name': None, 'display_name_styles': None, 'discriminator': '7897', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6a2579e6b54740938d4c23c74851289'}, 'attachments': [], 'guild_id': '1368864187341865010'}}
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event message
[2025-08-14 22:02:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages with {"content":"Tails","components":[],"nonce":"1032519698497498689","enforce_nonce":true,"tts":false} has returned 200
[2025-08-14 22:02:19] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1402988334292140053/messages has received {'type': 0, 'content': 'Tails', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-14T15:02:13.775000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1405567196305952989', 'channel_id': '1402988334292140053', 'author': {'id': '1081959306339033228', 'username': 'Praseodymium–nickel (PrNi5)', 'avatar': 'd6a2579e6b54740938d4c23c74851289', 'discriminator': '7897', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'd72a4432879ed9a984f3d3bf3bd6b137', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1032519698497498689'}
[2025-08-14 22:02:19] [DEBUG   ] discord.client: Dispatching event command_completion
